indicator,facility_id,state,year,quarter,month,facility_level,value,unit,cohort_direction
HIV Positivity Yield,,KADUNA,2022,,,Primary,3.695932859909619,Percent,
HIV Positivity Yield,,KADUNA,2022,,,Secondary,3.23075061509297,Percent,
HIV Positivity Yield,,KADUNA,2022,,,Tertiary,2.871329652947277,Percent,
HIV Positivity Yield,,KADUNA,2023,,,Primary,3.1774765059312893,Percent,
HIV Positivity Yield,,KADUNA,2023,,,Secondary,3.376586135206825,Percent,
HIV Positivity Yield,,KADUNA,2023,,,Tertiary,3.107207485545306,Percent,
HIV Positivity Yield,,KADUNA,2024,,,Primary,3.7063982862455034,Percent,
HIV Positivity Yield,,KADUNA,2024,,,Secondary,2.6083142903307714,Percent,
HIV Positivity Yield,,KADUNA,2024,,,Tertiary,3.579613311384397,Percent,
HIV Positivity Yield,,LAGOS,2022,,,Primary,3.0796172902784895,Percent,
HIV Positivity Yield,,LAGOS,2022,,,Secondary,1.941066417212348,Percent,
HIV Positivity Yield,,LAGOS,2022,,,Tertiary,3.9659102392795784,Percent,
HIV Positivity Yield,,LAGOS,2023,,,Primary,3.0060736526485736,Percent,
HIV Positivity Yield,,LAGOS,2023,,,Secondary,1.6988332788136515,Percent,
HIV Positivity Yield,,LAGOS,2023,,,Tertiary,4.044434178198694,Percent,
HIV Positivity Yield,,LAGOS,2024,,,Primary,2.903070126591677,Percent,
HIV Positivity Yield,,LAGOS,2024,,,Secondary,2.204986149584488,Percent,
HIV Positivity Yield,,LAGOS,2024,,,Tertiary,3.4246282504040293,Percent,
HIV Positivity Yield,,NASARAWA,2022,,,Primary,2.0358152686145146,Percent,
HIV Positivity Yield,,NASARAWA,2022,,,Secondary,1.7216407101581281,Percent,
HIV Positivity Yield,,NASARAWA,2022,,,Tertiary,4.3672712283594395,Percent,
HIV Positivity Yield,,NASARAWA,2023,,,Primary,2.192823486770569,Percent,
HIV Positivity Yield,,NASARAWA,2023,,,Secondary,1.8168389955686852,Percent,
HIV Positivity Yield,,NASARAWA,2023,,,Tertiary,4.278544302589645,Percent,
HIV Positivity Yield,,NASARAWA,2024,,,Primary,1.9052987598647126,Percent,
HIV Positivity Yield,,NASARAWA,2024,,,Secondary,1.8206542267885473,Percent,
HIV Positivity Yield,,NASARAWA,2024,,,Tertiary,4.14461122925754,Percent,
HIV Positivity Yield,,RIVERS,2022,,,Primary,2.709695629674931,Percent,
HIV Positivity Yield,,RIVERS,2022,,,Secondary,2.8050152708567753,Percent,
HIV Positivity Yield,,RIVERS,2022,,,Tertiary,3.162428850844999,Percent,
HIV Positivity Yield,,RIVERS,2023,,,Primary,2.759386274432066,Percent,
HIV Positivity Yield,,RIVERS,2023,,,Secondary,2.4582763690767924,Percent,
HIV Positivity Yield,,RIVERS,2023,,,Tertiary,2.9458300370570845,Percent,
HIV Positivity Yield,,RIVERS,2024,,,Primary,2.746437054631829,Percent,
HIV Positivity Yield,,RIVERS,2024,,,Secondary,2.7668179128033143,Percent,
HIV Positivity Yield,,RIVERS,2024,,,Tertiary,2.9961889039147156,Percent,
Linkage Proxy,AKS001,,2024,,,,0.7037037037037037,Ratio,
Linkage Proxy,AKS002,,2024,,,,0.55,Ratio,
Linkage Proxy,AKS003,,2024,,,,0.7978142076502732,Ratio,
Linkage Proxy,AKS004,,2024,,,,0.8658536585365854,Ratio,
Linkage Proxy,AKS005,,2024,,,,0.5714285714285714,Ratio,
Linkage Proxy,AKS006,,2024,,,,0.8434343434343434,Ratio,
Linkage Proxy,AKS007,,2024,,,,0.8769230769230769,Ratio,
Linkage Proxy,AKS008,,2024,,,,0.5416666666666666,Ratio,
Linkage Proxy,AKS009,,2024,,,,0.8974358974358975,Ratio,
Linkage Proxy,AKS010,,2024,,,,0.8142857142857143,Ratio,
Linkage Proxy,AKS011,,2024,,,,0.7083333333333334,Ratio,
Linkage Proxy,AKS012,,2024,,,,0.8592132505175983,Ratio,
Linkage Proxy,AKS013,,2024,,,,0.808641975308642,Ratio,
Linkage Proxy,AKS014,,2024,,,,0.78125,Ratio,
Linkage Proxy,AKS015,,2024,,,,0.7698863636363636,Ratio,
Linkage Proxy,BEN001,,2024,,,,0.7849462365591398,Ratio,
Linkage Proxy,BEN002,,2024,,,,0.851024208566108,Ratio,
Linkage Proxy,BEN003,,2024,,,,0.8810572687224669,Ratio,
Linkage Proxy,BEN004,,2024,,,,0.8928571428571429,Ratio,
Linkage Proxy,BEN005,,2024,,,,0.8461538461538461,Ratio,
Linkage Proxy,BEN006,,2024,,,,0.7674418604651163,Ratio,
Linkage Proxy,BEN007,,2024,,,,0.676056338028169,Ratio,
Linkage Proxy,BEN008,,2024,,,,0.8193688792165397,Ratio,
Linkage Proxy,BEN009,,2024,,,,0.7073170731707317,Ratio,
Linkage Proxy,BEN010,,2024,,,,0.8170731707317073,Ratio,
Linkage Proxy,BEN011,,2024,,,,0.78125,Ratio,
Linkage Proxy,BEN012,,2024,,,,0.8615384615384616,Ratio,
Linkage Proxy,BEN013,,2024,,,,0.867231638418079,Ratio,
Linkage Proxy,BEN014,,2024,,,,0.6615384615384615,Ratio,
Linkage Proxy,BEN015,,2024,,,,0.7073170731707317,Ratio,
Linkage Proxy,CRS001,,2024,,,,0.808695652173913,Ratio,
Linkage Proxy,CRS002,,2024,,,,0.6567164179104478,Ratio,
Linkage Proxy,CRS003,,2024,,,,0.7373737373737373,Ratio,
Linkage Proxy,CRS004,,2024,,,,0.7611940298507462,Ratio,
Linkage Proxy,CRS005,,2024,,,,0.802784222737819,Ratio,
Linkage Proxy,CRS006,,2024,,,,0.9477911646586346,Ratio,
Linkage Proxy,CRS007,,2024,,,,0.64,Ratio,
Linkage Proxy,CRS008,,2024,,,,0.8467153284671532,Ratio,
Linkage Proxy,CRS009,,2024,,,,0.8125,Ratio,
Linkage Proxy,CRS010,,2024,,,,0.5,Ratio,
Linkage Proxy,CRS011,,2024,,,,0.6666666666666666,Ratio,
Linkage Proxy,CRS012,,2024,,,,0.7291666666666666,Ratio,
Linkage Proxy,CRS013,,2024,,,,0.6304347826086957,Ratio,
Linkage Proxy,CRS014,,2024,,,,0.7792207792207793,Ratio,
Linkage Proxy,CRS015,,2024,,,,0.47058823529411764,Ratio,
Linkage Proxy,FCT001,,2024,,,,0.7011494252873564,Ratio,
Linkage Proxy,FCT002,,2024,,,,0.7090909090909091,Ratio,
Linkage Proxy,FCT003,,2024,,,,0.8421052631578947,Ratio,
Linkage Proxy,FCT004,,2024,,,,0.8363636363636363,Ratio,
Linkage Proxy,FCT005,,2024,,,,0.8111888111888111,Ratio,
Linkage Proxy,FCT006,,2024,,,,0.8655737704918033,Ratio,
Linkage Proxy,FCT007,,2024,,,,0.8397626112759644,Ratio,
Linkage Proxy,FCT008,,2024,,,,0.8848484848484849,Ratio,
Linkage Proxy,FCT009,,2024,,,,0.7916666666666666,Ratio,
Linkage Proxy,FCT010,,2024,,,,0.8066298342541437,Ratio,
Linkage Proxy,FCT011,,2024,,,,0.95,Ratio,
Linkage Proxy,FCT012,,2024,,,,0.6943521594684385,Ratio,
Linkage Proxy,FCT013,,2024,,,,0.7538461538461538,Ratio,
Linkage Proxy,FCT014,,2024,,,,0.7957894736842105,Ratio,
Linkage Proxy,FCT015,,2024,,,,0.7702702702702703,Ratio,
Linkage Proxy,KAD001,,2024,,,,0.6915887850467289,Ratio,
Linkage Proxy,KAD002,,2024,,,,0.7587939698492462,Ratio,
Linkage Proxy,KAD003,,2024,,,,0.8735294117647059,Ratio,
Linkage Proxy,KAD004,,2024,,,,0.8415178571428571,Ratio,
Linkage Proxy,KAD005,,2024,,,,0.7676056338028169,Ratio,
Linkage Proxy,KAD006,,2024,,,,0.9375,Ratio,
Linkage Proxy,KAD007,,2024,,,,0.8417721518987342,Ratio,
Linkage Proxy,KAD008,,2024,,,,0.8145695364238411,Ratio,
Linkage Proxy,KAD009,,2024,,,,0.8542372881355932,Ratio,
Linkage Proxy,KAD010,,2024,,,,0.6891891891891891,Ratio,
Linkage Proxy,KAD011,,2024,,,,0.7888888888888889,Ratio,
Linkage Proxy,KAD012,,2024,,,,0.7586206896551724,Ratio,
Linkage Proxy,KAD013,,2024,,,,0.8248031496062992,Ratio,
Linkage Proxy,KAD014,,2024,,,,0.7634408602150538,Ratio,
Linkage Proxy,KAD015,,2024,,,,0.746268656716418,Ratio,
Linkage Proxy,LAG001,,2024,,,,0.7815126050420168,Ratio,
Linkage Proxy,LAG002,,2024,,,,0.8145094806265457,Ratio,
Linkage Proxy,LAG003,,2024,,,,0.6349574632637278,Ratio,
Linkage Proxy,LAG004,,2024,,,,0.8529411764705882,Ratio,
Linkage Proxy,LAG005,,2024,,,,0.8201970443349754,Ratio,
Linkage Proxy,LAG006,,2024,,,,0.7699530516431925,Ratio,
Linkage Proxy,LAG007,,2024,,,,0.8539325842696629,Ratio,
Linkage Proxy,LAG008,,2024,,,,0.5384615384615384,Ratio,
Linkage Proxy,LAG009,,2024,,,,0.7894736842105263,Ratio,
Linkage Proxy,LAG010,,2024,,,,0.8080808080808081,Ratio,
Linkage Proxy,LAG011,,2024,,,,0.8571428571428571,Ratio,
Linkage Proxy,LAG012,,2024,,,,0.8076923076923077,Ratio,
Linkage Proxy,LAG013,,2024,,,,0.8079315707620529,Ratio,
Linkage Proxy,LAG014,,2024,,,,0.8571428571428571,Ratio,
Linkage Proxy,LAG015,,2024,,,,0.7391304347826086,Ratio,
Linkage Proxy,LAG099,,2024,,,,0.8526315789473684,Ratio,
Linkage Proxy,NAS001,,2024,,,,0.631578947368421,Ratio,
Linkage Proxy,NAS002,,2024,,,,0.6129032258064516,Ratio,
Linkage Proxy,NAS003,,2024,,,,0.7073170731707317,Ratio,
Linkage Proxy,NAS004,,2024,,,,0.703125,Ratio,
Linkage Proxy,NAS005,,2024,,,,0.8654970760233918,Ratio,
Linkage Proxy,NAS006,,2024,,,,0.7795275590551181,Ratio,
Linkage Proxy,NAS007,,2024,,,,0.8979591836734694,Ratio,
Linkage Proxy,NAS008,,2024,,,,0.5217391304347826,Ratio,
Linkage Proxy,NAS009,,2024,,,,0.7403846153846154,Ratio,
Linkage Proxy,NAS010,,2024,,,,0.8163908589440504,Ratio,
Linkage Proxy,NAS011,,2024,,,,0.7913669064748201,Ratio,
Linkage Proxy,NAS012,,2024,,,,0.835,Ratio,
Linkage Proxy,NAS013,,2024,,,,0.7701149425287356,Ratio,
Linkage Proxy,NAS014,,2024,,,,0.8664122137404581,Ratio,
Linkage Proxy,NAS015,,2024,,,,0.8699186991869918,Ratio,
Linkage Proxy,NAS999,,2024,,,,0.8581730769230769,Ratio,
Linkage Proxy,RIV001,,2024,,,,0.4,Ratio,
Linkage Proxy,RIV002,,2024,,,,0.8294392523364486,Ratio,
Linkage Proxy,RIV003,,2024,,,,0.8242424242424242,Ratio,
Linkage Proxy,RIV004,,2024,,,,0.8285714285714286,Ratio,
Linkage Proxy,RIV005,,2024,,,,0.7246376811594203,Ratio,
Linkage Proxy,RIV006,,2024,,,,0.8095975232198143,Ratio,
Linkage Proxy,RIV007,,2024,,,,0.6923076923076923,Ratio,
Linkage Proxy,RIV008,,2024,,,,0.8586666666666667,Ratio,
Linkage Proxy,RIV009,,2024,,,,0.647887323943662,Ratio,
Linkage Proxy,RIV010,,2024,,,,0.7410358565737052,Ratio,
Linkage Proxy,RIV011,,2024,,,,0.8118811881188119,Ratio,
Linkage Proxy,RIV012,,2024,,,,0.8201058201058201,Ratio,
Linkage Proxy,RIV013,,2024,,,,0.8616071428571429,Ratio,
Linkage Proxy,RIV014,,2024,,,,0.7678571428571429,Ratio,
Linkage Proxy,RIV015,,2024,,,,0.8303249097472925,Ratio,
Linkage Proxy,TMP001,,2024,,,,0.8780487804878049,Ratio,
Linkage Proxy,XXX999,,2024,,,,0.8552631578947368,Ratio,
PMTCT ART Coverage,AKS001,AKWA IBOM,,,,,30.434782608695656,Percent,
PMTCT ART Coverage,AKS002,AKWA IBOM,,,,,8.333333333333332,Percent,
PMTCT ART Coverage,AKS003,AKWA IBOM,,,,,48.148148148148145,Percent,
PMTCT ART Coverage,AKS004,AKWA IBOM,,,,,40.54054054054054,Percent,
PMTCT ART Coverage,AKS005,AKWA IBOM,,,,,0.0,Percent,
PMTCT ART Coverage,AKS006,AKWA IBOM,,,,,58.82352941176471,Percent,
PMTCT ART Coverage,AKS007,AKWA IBOM,,,,,48.07692307692308,Percent,
PMTCT ART Coverage,AKS008,AKWA IBOM,,,,,14.285714285714285,Percent,
PMTCT ART Coverage,AKS009,AKWA IBOM,,,,,14.285714285714285,Percent,
PMTCT ART Coverage,AKS010,AKWA IBOM,,,,,46.808510638297875,Percent,
PMTCT ART Coverage,AKS011,AKWA IBOM,,,,,23.809523809523807,Percent,
PMTCT ART Coverage,AKS012,AKWA IBOM,,,,,72.67080745341616,Percent,
PMTCT ART Coverage,AKS013,AKWA IBOM,,,,,53.333333333333336,Percent,
PMTCT ART Coverage,AKS014,AKWA IBOM,,,,,32.142857142857146,Percent,
PMTCT ART Coverage,AKS015,AKWA IBOM,,,,,73.17073170731707,Percent,
PMTCT ART Coverage,LAG099,AKWA IBOM,,,,,75.0,Percent,
PMTCT ART Coverage,NAS999,AKWA IBOM,,,,,44.44444444444444,Percent,
PMTCT ART Coverage,TMP001,AKWA IBOM,,,,,55.55555555555556,Percent,
PMTCT ART Coverage,XXX999,AKWA IBOM,,,,,69.23076923076923,Percent,
PMTCT ART Coverage,BEN001,BENUE,,,,,32.35294117647059,Percent,
PMTCT ART Coverage,BEN002,BENUE,,,,,77.5,Percent,
PMTCT ART Coverage,BEN003,BENUE,,,,,60.0,Percent,
PMTCT ART Coverage,BEN004,BENUE,,,,,34.61538461538461,Percent,
PMTCT ART Coverage,BEN005,BENUE,,,,,51.02040816326531,Percent,
PMTCT ART Coverage,BEN006,BENUE,,,,,46.34146341463415,Percent,
PMTCT ART Coverage,BEN007,BENUE,,,,,9.523809523809524,Percent,
PMTCT ART Coverage,BEN008,BENUE,,,,,80.85106382978722,Percent,
PMTCT ART Coverage,BEN009,BENUE,,,,,40.0,Percent,
PMTCT ART Coverage,BEN010,BENUE,,,,,41.37931034482759,Percent,
PMTCT ART Coverage,BEN011,BENUE,,,,,39.473684210526315,Percent,
PMTCT ART Coverage,BEN012,BENUE,,,,,31.57894736842105,Percent,
PMTCT ART Coverage,BEN013,BENUE,,,,,68.46846846846847,Percent,
PMTCT ART Coverage,BEN014,BENUE,,,,,23.809523809523807,Percent,
PMTCT ART Coverage,BEN015,BENUE,,,,,35.714285714285715,Percent,
PMTCT ART Coverage,LAG099,BENUE,,,,,33.33333333333333,Percent,
PMTCT ART Coverage,NAS999,BENUE,,,,,45.45454545454545,Percent,
PMTCT ART Coverage,TMP001,BENUE,,,,,50.0,Percent,
PMTCT ART Coverage,XXX999,BENUE,,,,,77.77777777777779,Percent,
PMTCT ART Coverage,CRS001,CROSS RIVER,,,,,56.36363636363636,Percent,
PMTCT ART Coverage,CRS002,CROSS RIVER,,,,,42.42424242424242,Percent,
PMTCT ART Coverage,CRS003,CROSS RIVER,,,,,78.86178861788618,Percent,
PMTCT ART Coverage,CRS004,CROSS RIVER,,,,,32.0,Percent,
PMTCT ART Coverage,CRS005,CROSS RIVER,,,,,71.85185185185186,Percent,
PMTCT ART Coverage,CRS006,CROSS RIVER,,,,,63.095238095238095,Percent,
PMTCT ART Coverage,CRS007,CROSS RIVER,,,,,23.809523809523807,Percent,
PMTCT ART Coverage,CRS008,CROSS RIVER,,,,,68.96551724137932,Percent,
PMTCT ART Coverage,CRS009,CROSS RIVER,,,,,64.04494382022472,Percent,
PMTCT ART Coverage,CRS010,CROSS RIVER,,,,,0.0,Percent,
PMTCT ART Coverage,CRS011,CROSS RIVER,,,,,26.31578947368421,Percent,
PMTCT ART Coverage,CRS012,CROSS RIVER,,,,,33.33333333333333,Percent,
PMTCT ART Coverage,CRS013,CROSS RIVER,,,,,23.52941176470588,Percent,
PMTCT ART Coverage,CRS014,CROSS RIVER,,,,,36.0,Percent,
PMTCT ART Coverage,CRS015,CROSS RIVER,,,,,0.0,Percent,
PMTCT ART Coverage,LAG099,CROSS RIVER,,,,,33.33333333333333,Percent,
PMTCT ART Coverage,NAS999,CROSS RIVER,,,,,66.66666666666666,Percent,
PMTCT ART Coverage,TMP001,CROSS RIVER,,,,,64.0,Percent,
PMTCT ART Coverage,XXX999,CROSS RIVER,,,,,71.42857142857143,Percent,
PMTCT ART Coverage,FCT001,FCT,,,,,38.46153846153847,Percent,
PMTCT ART Coverage,FCT002,FCT,,,,,19.047619047619047,Percent,
PMTCT ART Coverage,FCT003,FCT,,,,,57.14285714285714,Percent,
PMTCT ART Coverage,FCT004,FCT,,,,,58.333333333333336,Percent,
PMTCT ART Coverage,FCT005,FCT,,,,,52.0,Percent,
PMTCT ART Coverage,FCT006,FCT,,,,,68.6046511627907,Percent,
PMTCT ART Coverage,FCT007,FCT,,,,,77.47747747747748,Percent,
PMTCT ART Coverage,FCT008,FCT,,,,,73.07692307692307,Percent,
PMTCT ART Coverage,FCT009,FCT,,,,,33.33333333333333,Percent,
PMTCT ART Coverage,FCT010,FCT,,,,,51.78571428571429,Percent,
PMTCT ART Coverage,FCT011,FCT,,,,,52.63157894736842,Percent,
PMTCT ART Coverage,FCT012,FCT,,,,,76.72955974842768,Percent,
PMTCT ART Coverage,FCT013,FCT,,,,,37.83783783783784,Percent,
PMTCT ART Coverage,FCT014,FCT,,,,,75.97765363128491,Percent,
PMTCT ART Coverage,FCT015,FCT,,,,,25.0,Percent,
PMTCT ART Coverage,LAG099,FCT,,,,,55.55555555555556,Percent,
PMTCT ART Coverage,NAS999,FCT,,,,,75.0,Percent,
PMTCT ART Coverage,TMP001,FCT,,,,,80.0,Percent,
PMTCT ART Coverage,XXX999,FCT,,,,,76.19047619047619,Percent,
PMTCT ART Coverage,KAD001,KADUNA,,,,,37.93103448275862,Percent,
PMTCT ART Coverage,KAD002,KADUNA,,,,,58.536585365853654,Percent,
PMTCT ART Coverage,KAD003,KADUNA,,,,,80.35714285714286,Percent,
PMTCT ART Coverage,KAD004,KADUNA,,,,,84.0,Percent,
PMTCT ART Coverage,KAD005,KADUNA,,,,,38.88888888888889,Percent,
PMTCT ART Coverage,KAD006,KADUNA,,,,,69.91150442477876,Percent,
PMTCT ART Coverage,KAD007,KADUNA,,,,,41.02564102564102,Percent,
PMTCT ART Coverage,KAD008,KADUNA,,,,,47.540983606557376,Percent,
PMTCT ART Coverage,KAD009,KADUNA,,,,,67.67676767676768,Percent,
PMTCT ART Coverage,KAD010,KADUNA,,,,,44.89795918367347,Percent,
PMTCT ART Coverage,KAD011,KADUNA,,,,,46.42857142857143,Percent,
PMTCT ART Coverage,KAD012,KADUNA,,,,,55.55555555555556,Percent,
PMTCT ART Coverage,KAD013,KADUNA,,,,,84.4574780058651,Percent,
PMTCT ART Coverage,KAD014,KADUNA,,,,,44.11764705882353,Percent,
PMTCT ART Coverage,KAD015,KADUNA,,,,,34.375,Percent,
PMTCT ART Coverage,LAG099,KADUNA,,,,,69.56521739130434,Percent,
PMTCT ART Coverage,NAS999,KADUNA,,,,,78.37837837837837,Percent,
PMTCT ART Coverage,TMP001,KADUNA,,,,,71.42857142857143,Percent,
PMTCT ART Coverage,XXX999,KADUNA,,,,,60.0,Percent,
PMTCT ART Coverage,LAG001,LAGOS,,,,,45.0,Percent,
PMTCT ART Coverage,LAG002,LAGOS,,,,,84.64912280701753,Percent,
PMTCT ART Coverage,LAG003,LAGOS,,,,,85.48387096774194,Percent,
PMTCT ART Coverage,LAG004,LAGOS,,,,,51.42857142857142,Percent,
PMTCT ART Coverage,LAG005,LAGOS,,,,,68.42105263157895,Percent,
PMTCT ART Coverage,LAG006,LAGOS,,,,,63.38028169014085,Percent,
PMTCT ART Coverage,LAG007,LAGOS,,,,,55.55555555555556,Percent,
PMTCT ART Coverage,LAG008,LAGOS,,,,,0.0,Percent,
PMTCT ART Coverage,LAG009,LAGOS,,,,,46.51162790697674,Percent,
PMTCT ART Coverage,LAG010,LAGOS,,,,,63.888888888888886,Percent,
PMTCT ART Coverage,LAG011,LAGOS,,,,,48.07692307692308,Percent,
PMTCT ART Coverage,LAG012,LAGOS,,,,,42.10526315789473,Percent,
PMTCT ART Coverage,LAG013,LAGOS,,,,,81.41809290953546,Percent,
PMTCT ART Coverage,LAG014,LAGOS,,,,,31.57894736842105,Percent,
PMTCT ART Coverage,LAG015,LAGOS,,,,,52.083333333333336,Percent,
PMTCT ART Coverage,LAG099,LAGOS,,,,,84.44444444444444,Percent,
PMTCT ART Coverage,NAS999,LAGOS,,,,,71.42857142857143,Percent,
PMTCT ART Coverage,TMP001,LAGOS,,,,,57.14285714285714,Percent,
PMTCT ART Coverage,XXX999,LAGOS,,,,,66.66666666666666,Percent,
PMTCT ART Coverage,LAG099,NASARAWA,,,,,52.17391304347826,Percent,
PMTCT ART Coverage,NAS001,NASARAWA,,,,,20.0,Percent,
PMTCT ART Coverage,NAS002,NASARAWA,,,,,7.6923076923076925,Percent,
PMTCT ART Coverage,NAS003,NASARAWA,,,,,22.22222222222222,Percent,
PMTCT ART Coverage,NAS004,NASARAWA,,,,,54.90196078431373,Percent,
PMTCT ART Coverage,NAS005,NASARAWA,,,,,69.90291262135922,Percent,
PMTCT ART Coverage,NAS006,NASARAWA,,,,,32.35294117647059,Percent,
PMTCT ART Coverage,NAS007,NASARAWA,,,,,35.0,Percent,
PMTCT ART Coverage,NAS008,NASARAWA,,,,,0.0,Percent,
PMTCT ART Coverage,NAS009,NASARAWA,,,,,37.5,Percent,
PMTCT ART Coverage,NAS010,NASARAWA,,,,,84.49304174950298,Percent,
PMTCT ART Coverage,NAS011,NASARAWA,,,,,55.172413793103445,Percent,
PMTCT ART Coverage,NAS012,NASARAWA,,,,,68.08510638297872,Percent,
PMTCT ART Coverage,NAS013,NASARAWA,,,,,69.44444444444444,Percent,
PMTCT ART Coverage,NAS014,NASARAWA,,,,,81.69642857142857,Percent,
PMTCT ART Coverage,NAS015,NASARAWA,,,,,78.9237668161435,Percent,
PMTCT ART Coverage,NAS999,NASARAWA,,,,,75.0,Percent,
PMTCT ART Coverage,TMP001,NASARAWA,,,,,71.42857142857143,Percent,
PMTCT ART Coverage,XXX999,NASARAWA,,,,,57.14285714285714,Percent,
PMTCT ART Coverage,LAG099,RIVERS,,,,,0.0,Percent,
PMTCT ART Coverage,NAS999,RIVERS,,,,,74.07407407407408,Percent,
PMTCT ART Coverage,RIV001,RIVERS,,,,,0.0,Percent,
PMTCT ART Coverage,RIV002,RIVERS,,,,,73.125,Percent,
PMTCT ART Coverage,RIV003,RIVERS,,,,,52.83018867924528,Percent,
PMTCT ART Coverage,RIV004,RIVERS,,,,,51.11111111111111,Percent,
PMTCT ART Coverage,RIV005,RIVERS,,,,,26.08695652173913,Percent,
PMTCT ART Coverage,RIV006,RIVERS,,,,,81.48148148148148,Percent,
PMTCT ART Coverage,RIV007,RIVERS,,,,,16.666666666666664,Percent,
PMTCT ART Coverage,RIV008,RIVERS,,,,,81.42292490118577,Percent,
PMTCT ART Coverage,RIV009,RIVERS,,,,,37.5,Percent,
PMTCT ART Coverage,RIV010,RIVERS,,,,,64.04494382022472,Percent,
PMTCT ART Coverage,RIV011,RIVERS,,,,,45.65217391304348,Percent,
PMTCT ART Coverage,RIV012,RIVERS,,,,,53.52112676056338,Percent,
PMTCT ART Coverage,RIV013,RIVERS,,,,,68.04123711340206,Percent,
PMTCT ART Coverage,RIV014,RIVERS,,,,,43.63636363636363,Percent,
PMTCT ART Coverage,RIV015,RIVERS,,,,,67.3913043478261,Percent,
PMTCT ART Coverage,TMP001,RIVERS,,,,,55.55555555555556,Percent,
PMTCT ART Coverage,XXX999,RIVERS,,,,,55.55555555555556,Percent,
PMTCT Positivity,AKS001,AKWA IBOM,,,,,0.6339581036383682,Percent,
PMTCT Positivity,AKS002,AKWA IBOM,,,,,0.6692693809258227,Percent,
PMTCT Positivity,AKS003,AKWA IBOM,,,,,1.4535666218034993,Percent,
PMTCT Positivity,AKS004,AKWA IBOM,,,,,2.5964912280701755,Percent,
PMTCT Positivity,AKS005,AKWA IBOM,,,,,0.730816077953715,Percent,
PMTCT Positivity,AKS006,AKWA IBOM,,,,,2.045112781954887,Percent,
PMTCT Positivity,AKS007,AKWA IBOM,,,,,0.8185109397135212,Percent,
PMTCT Positivity,AKS008,AKWA IBOM,,,,,1.1666666666666667,Percent,
PMTCT Positivity,AKS009,AKWA IBOM,,,,,1.1986301369863013,Percent,
PMTCT Positivity,AKS010,AKWA IBOM,,,,,1.1295361691900985,Percent,
